-100,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,34,47,48,49,50,41,42,31,32,33,34,45,58,59,60,61,62,41,42,43,44,45,56,69,70,71,72,73,74,53,54,55,56,67,68,69,70,71,72,73,64,65,66,67,68,69,70,71,72,73,74,75,76
1,-100,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,34,47,48,49,50,41,42,31,32,33,34,45,58,59,60,61,62,41,42,43,44,45,56,69,70,71,72,73,74,53,54,55,56,67,68,69,70,71,72,73,64,65,66,67,68,69,70,71,72,73,74,75,76
1,2,-100,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,34,47,48,49,40,41,42,31,32,33,34,45,58,59,60,61,40,41,42,43,44,45,56,69,70,71,72,73,52,53,54,55,56,67,68,69,70,71,72,63,64,65,66,67,68,69,70,71,72,73,74,75,76
1,2,3,-100,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,34,47,48,39,40,41,42,31,32,33,34,45,58,59,60,39,40,41,42,43,44,45,56,69,70,71,72,51,52,53,54,55,56,67,68,69,70,71,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
1,2,3,4,-100,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,34,47,38,39,40,41,42,31,32,33,34,45,58,59,38,39,40,41,42,43,44,45,56,69,70,71,50,51,52,53,54,55,56,67,68,69,70,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
1,2,3,4,5,-100,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,34,37,38,39,40,41,42,31,32,33,34,45,58,37,38,39,40,41,42,43,44,45,56,69,70,49,50,51,52,53,54,55,56,67,68,69,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
1,2,3,4,5,6,-100,6,7,8,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,34,37,38,39,40,41,42,31,32,33,34,45,36,37,38,39,40,41,42,43,44,45,56,69,48,49,50,51,52,53,54,55,56,67,68,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
1,2,3,4,5,6,7,-100,7,8,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,34,37,38,39,40,41,42,31,32,33,34,45,36,37,38,39,40,41,42,43,44,45,56,47,48,49,50,51,52,53,54,55,56,67,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
1,2,3,4,5,6,7,8,-100,8,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,36,37,38,39,40,41,42,31,32,33,34,47,36,37,38,39,40,41,42,43,44,45,58,47,48,49,50,51,52,53,54,55,56,69,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
1,2,3,4,5,6,7,8,9,-100,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,36,37,38,39,40,41,42,31,32,33,34,47,36,37,38,39,40,41,42,43,44,45,58,47,48,49,50,51,52,53,54,55,56,69,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
