-100,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,34,37,38,27,38,39,40,31,32,33,34,45,36,37,38,39,40,41,42,43,44,45,56,69,70,49,50,51,52,53,54,55,56,67,68,69,70,61,62,73,86,65,66,67,68,69,70,71,72,73,84,85,76
1,-100,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,34,37,38,27,38,39,40,31,32,33,34,45,36,37,38,39,40,41,42,43,44,45,56,69,70,49,50,51,52,53,54,55,56,67,68,69,70,61,62,73,86,65,66,67,68,69,70,71,72,73,84,85,76
1,2,-100,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,34,37,38,27,38,39,40,31,32,33,34,45,36,37,38,39,40,41,42,43,44,45,56,69,48,49,50,51,52,53,54,55,56,67,68,69,72,61,62,73,86,65,66,67,68,69,70,71,72,73,84,85,76
1,2,3,-100,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,34,37,38,27,38,39,40,31,32,33,34,45,36,37,38,39,40,41,42,43,44,45,56,47,48,49,50,51,52,53,54,55,56,67,68,71,72,61,62,73,86,65,66,67,68,69,70,71,72,73,84,85,76
1,2,3,4,-100,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,36,37,38,27,38,39,40,31,32,33,34,47,36,37,38,39,40,41,42,43,44,45,56,47,48,49,50,51,52,53,54,55,56,67,70,71,72,61,62,73,86,65,66,67,68,69,70,71,72,73,84,85,76
1,2,3,4,5,-100,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,36,37,38,27,38,39,40,31,32,33,34,47,36,37,38,39,40,41,42,43,44,45,56,47,48,49,50,51,52,53,54,55,56,69,70,71,72,61,62,73,86,65,66,67,68,69,70,71,72,73,84,85,76
1,2,3,4,5,6,-100,6,7,8,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,36,37,38,27,38,39,42,31,32,33,34,47,36,37,38,39,40,41,42,43,44,45,56,47,48,49,50,51,52,53,54,55,56,69,70,71,72,61,62,73,76,65,66,67,68,69,70,71,72,73,84,87,76
1,2,3,4,5,6,7,-100,7,8,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,36,37,38,27,38,41,42,31,32,33,34,47,36,37,38,39,40,41,42,43,44,45,56,47,48,49,50,51,52,53,54,55,56,69,70,71,72,61,62,73,76,65,66,67,68,69,70,71,72,73,86,87,76
1,2,3,4,5,6,7,8,-100,8,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,36,37,38,27,40,41,42,31,32,33,34,47,36,37,38,39,40,41,42,43,44,45,56,47,48,49,50,51,52,53,54,55,56,69,70,71,72,61,62,73,76,65,66,67,68,69,70,71,72,73,86,87,76
1,2,3,4,5,6,7,8,9,-100,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,36,37,38,27,40,41,42,31,32,33,34,47,36,37,38,39,40,41,42,43,44,45,68,47,48,49,50,51,52,53,54,55,56,69,70,71,72,61,62,73,76,65,66,67,68,69,70,71,72,73,86,87,76
1,2,3,4,5,6,7,8,9,10,-100,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,36,37,38,27,40,41,42,31,32,33,34,47,36,37,38,39,40,41,42,43,44,45,68,47,48,49,50,51,52,53,54,55,56,69,70,71,72,61,62,85,76,65,66,67,68,69,70,71,72,73,86,87,76
11,12,13,14,15,16,17,18,19,20,21,-100,11,12,13,14,15,16,17,18,19,20,11,12,13,14,15,16,17,18,19,20,21,22,23,34,37,38,27,38,39,40,31,32,33,34,45,36,37,38,39,40,41,42,43,44,45,56,69,70,49,50,51,52,53,54,55,56,67,68,69,70,61,62,73,86,65,66,67,68,69,70,71,72,73,84,85,76
11,12,13,14,15,16,17,18,19,20,21,12,-100,12,13,14,15,16,17,18,19,20,11,12,13,14,15,16,17,18,19,20,21,22,23,34,37,38,27,38,39,40,31,32,33,34,45,36,37,38,39,40,41,42,43,44,45,56,69,70,49,50,51,52,53,54,55,56,67,68,69,70,61,62,73,86,65,66,67,68,69,70,71,72,73,84,85,76
11,12,13,14,15,16,17,18,19,20,21,12,13,-100,13,14,15,16,17,18,19,20,11,12,13,14,15,16,17,18,19,20,21,22,23,34,37,38,27,38,39,40,31,32,33,34,45,36,37,38,39,40,41,42,43,44,45,56,69,48,49,50,51,52,53,54,55,56,67,68,69,72,61,62,73,86,65,66,67,68,69,70,71,72,73,84,85,76
11,12,13,14,15,16,17,18,19,20,21,12,13,14,-100,14,15,16,17,18,19,20,11,12,13,14,15,16,17,18,19,20,21,22,23,34,37,38,27,38,39,40,31,32,33,34,45,36,37,38,39,40,41,42,43,44,45,56,47,48,49,50,51,52,53,54,55,56,67,68,71,72,61,62,73,86,65,66,67,68,69,70,71,72,73,84,85,76
11,12,13,14,15,16,17,18,19,20,21,12,13,14,15,-100,15,16,17,18,19,20,11,12,13,14,15,16,17,18,19,20,21,22,23,36,37,38,27,38,39,40,31,32,33,34,47,36,37,38,39,40,41,42,43,44,45,56,47,48,49,50,51,52,53,54,55,56,67,70,71,72,61,62,73,86,65,66,67,68,69,70,71,72,73,84,85,76
11,12,13,14,15,16,17,18,19,20,21,12,13,14,15,16,-100,16,17,18,19,20,11,12,13,14,15,16,17,18,19,20,21,22,23,36,37,38,27,38,39,40,31,32,33,34,47,36,37,38,39,40,41,42,43,44,45,56,47,48,49,50,51,52,53,54,55,56,69,70,71,72,61,62,73,86,65,66,67,68,69,70,71,72,73,84,85,76
11,12,13,14,15,16,17,18,19,20,21,12,13,14,15,16,17,-100,17,18,19,20,11,12,13,14,15,16,17,18,19,20,21,22,23,36,37,38,27,38,39,42,31,32,33,34,47,36,37,38,39,40,41,42,43,44,45,56,47,48,49,50,51,52,53,54,55,56,69,70,71,72,61,62,73,76,65,66,67,68,69,70,71,72,73,84,87,76
11,12,13,14,15,16,17,18,19,20,21,12,13,14,15,16,17,18,-100,18,19,20,11,12,13,14,15,16,17,18,19,20,21,22,23,36,37,38,27,38,41,42,31,32,33,34,47,36,37,38,39,40,41,42,43,44,45,56,47,48,49,50,51,52,53,54,55,56,69,70,71,72,61,62,73,76,65,66,67,68,69,70,71,72,73,86,87,76
11,12,13,14,15,16,17,18,19,20,21,12,13,14,15,16,17,18,19,-100,19,20,11,12,13,14,15,16,17,18,19,20,21,22,23,36,37,38,27,40,41,42,31,32,33,34,47,36,37,38,39,40,41,42,43,44,45,56,47,48,49,50,51,52,53,54,55,56,69,70,71,72,61,62,73,76,65,66,67,68,69,70,71,72,73,86,87,76
11,12,13,14,15,16,17,18,19,20,21,12,13,14,15,16,17,18,19,20,-100,20,11,12,13,14,15,16,17,18,19,20,21,22,23,36,37,38,27,40,41,42,31,32,33,34,47,36,37,38,39,40,41,42,43,44,45,68,47,48,49,50,51,52,53,54,55,56,69,70,71,72,61,62,73,76,65,66,67,68,69,70,71,72,73,86,87,76
11,12,13,14,15,16,17,18,19,20,21,12,13,14,15,16,17,18,19,20,21,-100,11,12,13,14,15,16,17,18,19,20,21,22,23,36,37,38,27,40,41,42,31,32,33,34,47,36,37,38,39,40,41,42,43,44,45,68,47,48,49,50,51,52,53,54,55,56,69,70,71,72,61,62,85,76,65,66,67,68,69,70,71,72,73,86,87,76
